timestamp,human_time,volume_sum,max_price,open_price
1742269174.5532305,2025-03-18 04:39:34,4.081920000000025,83061.29,83043.47
1742269234.598651,2025-03-18 04:40:34,4.883940000000019,83059.35,83015.37
1742269294.6692252,2025-03-18 04:41:34,6.924350000000038,83077.18,83015.09
1742269354.7114565,2025-03-18 04:42:34,2.2657900000000057,83086.96,83065.03
1742269415.7942863,2025-03-18 04:43:35,3.324550000000005,83117.44,83086.95
1742269475.858849,2025-03-18 04:44:35,2.0589500000000043,83152.18,83117.43
1742269535.9041376,2025-03-18 04:45:35,0.7258999999999998,83152.18,83152.17
1742269595.997334,2025-03-18 04:46:35,10.719099999999573,83195.64,83152.17
1742269656.0752492,2025-03-18 04:47:36,6.437810000000036,83228.9,83195.64
1742269716.1207738,2025-03-18 04:48:36,3.4954400000000105,83205,83205
1742269776.1607995,2025-03-18 04:49:36,4.463140000000018,83202.7,83202.7
1742269836.2128067,2025-03-18 04:50:36,2.2671200000000087,83163.51,83163.51
1742269896.2712026,2025-03-18 04:51:36,6.8383799999999875,83115.79,83115.78
1742269956.3463464,2025-03-18 04:52:36,1.8223000000000045,83082.59,83082.59
1742270016.4009423,2025-03-18 04:53:36,7.522440000000012,83102.39,83082.59
1742270076.4471204,2025-03-18 04:54:36,8.953789999999895,83147.16,83102.39
1742270137.4970222,2025-03-18 04:55:37,2.0748400000000027,83146.69,83130.31
1742270197.5755696,2025-03-18 04:56:37,70.91822999999626,83152.18,83142.58
1742270257.640207,2025-03-18 04:57:37,5.16743000000003,83152.18,83150.47
1742270318.6995387,2025-03-18 04:58:38,65.76961999999872,83151.56,83137.46
1742270379.7591445,2025-03-18 04:59:39,3.932960000000019,83152.18,83108.08
1742270439.839565,2025-03-18 05:00:39,19.489910000000137,83147.64,83147.64
1742270499.9443069,2025-03-18 05:01:39,23.383960000000027,83100,83087.28
1742270561.121662,2025-03-18 05:02:41,39.91716000000145,83152.18,83100
1742270621.2253337,2025-03-18 05:03:41,9.89534999999982,83184.49,83151.8
1742270681.3042219,2025-03-18 05:04:41,79.61289999999862,83200,83184.49
1742270741.409026,2025-03-18 05:05:41,13.34267999999955,83202.37,83190.56
1742270801.4908042,2025-03-18 05:06:41,11.739969999999737,83168.61,83153.68
1742270861.5595672,2025-03-18 05:07:41,3.8089900000000068,83133.15,83130.03
1742270921.6346664,2025-03-18 05:08:41,11.753109999999833,83179.99,83104.26
1742270981.6798363,2025-03-18 05:09:41,5.7875300000000065,83192.03,83179.99
1742271041.7189147,2025-03-18 05:10:41,1.10304,83152.19,83152.18
1742271101.789783,2025-03-18 05:11:41,20.13318999999998,83205.77,83148.03
1742271161.8443756,2025-03-18 05:12:41,3.910170000000005,83203.75,83191.67
1742271221.8979425,2025-03-18 05:13:41,3.276890000000022,83195.27,83194.17
1742271281.9417129,2025-03-18 05:14:41,3.309170000000002,83195.27,83195.27
1742271341.9939384,2025-03-18 05:15:41,7.482929999999995,83194.17,83194.17
1742271402.064877,2025-03-18 05:16:42,14.457039999999829,83199.81,83161.11
1742271462.1213405,2025-03-18 05:17:42,17.29353999999988,83205.5,83194.19
1742271523.1911285,2025-03-18 05:18:43,4.030470000000021,83183.43,83183.42
1742271583.2207506,2025-03-18 05:19:43,4.730670000000004,83123.19,83123.19
1742271643.2782047,2025-03-18 05:20:43,10.231389999999848,83116.45,83116.44
1742271704.356603,2025-03-18 05:21:44,1.8275100000000022,83102.01,83102.01
1742271764.4310498,2025-03-18 05:22:44,7.5402200000000565,83162.02,83100.29
1742271825.5181189,2025-03-18 05:23:45,2.061970000000008,83168.84,83162.02
1742271885.580356,2025-03-18 05:24:45,4.157190000000004,83152.18,83152.17
1742271945.6501317,2025-03-18 05:25:45,6.408030000000011,83162.69,83148.49
1742272005.7178833,2025-03-18 05:26:45,15.150599999999695,83198.81,83153.72
1742272065.806609,2025-03-18 05:27:45,0.8689600000000004,83155.38,83155.38
1742272125.867903,2025-03-18 05:28:45,5.68644,83174,83152.55
1742272185.9206142,2025-03-18 05:29:45,2.03928,83174,83173.99
1742272245.9764588,2025-03-18 05:30:45,5.269430000000015,83174,83174
1742272306.1754045,2025-03-18 05:31:46,5.494960000000031,83163.54,83141.3
1742272366.3026543,2025-03-18 05:32:46,2.079769999999999,83134.13,83134.12
1742272426.3555691,2025-03-18 05:33:46,10.37034999999978,83138.65,83114.82
1742272486.3997743,2025-03-18 05:34:46,9.096089999999903,83112.67,83062.63
1742272547.46787,2025-03-18 05:35:47,9.195469999999599,83112.67,83112.67
1742272607.5337589,2025-03-18 05:36:47,21.120880000000316,83060.84,83060.84
1742272667.6006408,2025-03-18 05:37:47,5.291770000000053,83043.48,82999.43
1742272727.6682646,2025-03-18 05:38:47,5.41542000000001,83057.82,83028.31
1742272787.7209508,2025-03-18 05:39:47,6.394590000000012,83050,83009.41
1742272847.7845957,2025-03-18 05:40:47,3.4015300000000304,83086.96,83044.58
1742272907.8356,2025-03-18 05:41:47,2.9940400000000067,83086.96,83086.96
1742272967.9625213,2025-03-18 05:42:47,14.26132999999993,83065.11,83065.1
1742273028.0340788,2025-03-18 05:43:48,10.555039999999767,82990.69,82970.43
1742273088.0967243,2025-03-18 05:44:48,4.0490800000000124,83010.86,82986.22
1742273148.2208304,2025-03-18 05:45:48,4.8318500000000135,82993.13,82993.12
1742273208.3118308,2025-03-18 05:46:48,3.6821500000000222,83013.26,82982.31
1742273268.4101057,2025-03-18 05:47:48,5.037680000000051,83014.75,83013.25
1742273328.5306857,2025-03-18 05:48:48,19.052839999999954,83028.31,83010.87
1742273388.8472042,2025-03-18 05:49:48,5.7397100000000245,82946.63,82920
1742273449.026324,2025-03-18 05:50:49,12.657039999999451,82939.5,82938.88
1742273509.3966215,2025-03-18 05:51:49,46.568110000001866,82932.45,82926.44
1742273569.5414128,2025-03-18 05:52:49,6.441150000000012,82913.04,82906.92
1742273629.6636052,2025-03-18 05:53:49,6.411330000000006,82922.89,82883.96
1742273689.7576342,2025-03-18 05:54:49,7.9554500000000035,82972,82919.34
1742273749.883715,2025-03-18 05:55:49,12.659349999999696,82981.14,82972
1742273809.9701319,2025-03-18 05:56:49,11.980149999999943,83006.14,82981.13
1742273870.173486,2025-03-18 05:57:50,3.591759999999982,83001.93,83001.92
1742273931.2483988,2025-03-18 05:58:51,3.110810000000009,82992.75,82987
1742273991.3089728,2025-03-18 05:59:51,1.8719400000000017,82989.12,82974.37
1742274051.4135878,2025-03-18 06:00:51,1.5148800000000022,83010,82989.11
1742274111.5828328,2025-03-18 06:01:51,40.53339999999981,83115.15,83009.99
1742274171.7793791,2025-03-18 06:02:51,29.258050000000207,83114.64,83110
1742274231.954917,2025-03-18 06:03:51,6.616400000000009,83122.65,83095.38
1742274292.2603385,2025-03-18 06:04:52,13.501879999999947,83125.18,83122.64
1742274352.473791,2025-03-18 06:05:52,3.27432000000001,83078.64,83078.63
1742274413.7116077,2025-03-18 06:06:53,16.69375999999975,83128.1,83076.09
1742274473.9573576,2025-03-18 06:07:53,7.531219999999991,83091.66,83091.66
1742274534.0848095,2025-03-18 06:08:54,1.4963299999999997,83059.81,83059.81
1742274594.1807094,2025-03-18 06:09:54,2.08076,83058.53,83058.53
1742274654.3291285,2025-03-18 06:10:54,3.4129500000000155,83050.01,83050
1742274714.4081,2025-03-18 06:11:54,3.981910000000006,83030.49,83013.15
1742274774.5464718,2025-03-18 06:12:54,5.310990000000003,83043.48,83030.48
1742274834.7107596,2025-03-18 06:13:54,4.334880000000033,83049.23,83043.47
1742274894.8344145,2025-03-18 06:14:54,3.4688100000000093,83017.1,83017.09
1742274955.01757,2025-03-18 06:15:55,9.12239999999997,83007.99,83007.99
1742275015.257166,2025-03-18 06:16:55,17.92633999999991,83006.94,83006.94
1742275076.4656434,2025-03-18 06:17:56,7.690820000000008,82995.05,82995.04
1742275136.5677936,2025-03-18 06:18:56,4.977110000000014,82988.02,82956.52
1742275196.645243,2025-03-18 06:19:56,13.756719999999808,83000,82987.23
1742275256.8205154,2025-03-18 06:20:56,36.26250000000037,82973.41,82956.77
1742275317.0295842,2025-03-18 06:21:57,10.7522,82989.14,82973.41
1742275377.510326,2025-03-18 06:22:57,8.550869999999998,82996.66,82989.14
1742275439.6772444,2025-03-18 06:23:59,12.558489999999978,82938.63,82938.63
1742275499.7860093,2025-03-18 06:24:59,6.040430000000012,82953.48,82912.21
1742279762.566773,2025-03-18 07:36:02,2.705170000000006,82970.03,82952.14
1742279822.7365363,2025-03-18 07:37:02,39.51654000000085,82617.37,82569.92
1742279882.9117239,2025-03-18 07:38:02,17.543449999999588,82617.36,82617.37
1742279943.1127687,2025-03-18 07:39:03,20.57743999999975,82607.42,82607.42
1742280003.2175918,2025-03-18 07:40:03,66.90956999999968,82554.35,82554.34
1742280063.217714,2025-03-18 07:41:03,151.0648099999917,82536.28,82531.23
1742280124.1886785,2025-03-18 07:42:04,39.128710000000524,82502.52,82437.76
1742280184.4100049,2025-03-18 07:43:04,23.208859999999987,82501.6,82501.6
1742280244.4109488,2025-03-18 07:44:04,62.43704000000162,82488.85,82431.36
1742280305.3458078,2025-03-18 07:45:05,31.208820000000077,82377.12,82362.24
1742280366.886737,2025-03-18 07:46:06,50.02577000000051,82326.08,82316.01
1742280427.178428,2025-03-18 07:47:07,35.30605000000064,82311.34,82265.72
1742280487.614162,2025-03-18 07:48:07,82.67590999999489,82425.85,82290.4
1742280547.7628803,2025-03-18 07:49:07,9.90666999999985,82425.76,82382.61
1742280607.9178607,2025-03-18 07:50:07,11.113289999999898,82436.2,82382.11
1742280668.022598,2025-03-18 07:51:08,8.40676000000001,82443.06,82436.2
